Link,Visualizações,Like,Deslikes,Comentário,Like_Comentarios,Qtd_Caracteres,Tipo,Emoji?,Sadness,Joy,Fear,Disgust,Anger,Score,Label
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Ótimas aulas..estão ajudando muito!!!,1,34,Opnião,NÃO,0.0,0.80625,0.0,0.0,0.0,0.80625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Parabéns! Sua forma de explicar é muito simples e clara.,0,47,Opnião,NÃO,0.0,0.8875,0.0,0.0,0.0,0.8875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Parabéns pela aula. Eu vi e revi a video aula várias vezes mas não sei como eu não consigo entender a lógica. Quando vou programar sozinho eu não consigo criar nada. Tem alguma dica para como conseguir entender?,0,174,Opnião,NÃO,0.3675,0.56,0.21,0.21,0.21,0.1925,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Explicou melhor q minha professora de ADS.,0,36,Opnião,NÃO,0.0,0.91875,0.0,0.0,0.0,0.91875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito Bom- parabéns!!,2,19,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Parabéns pelas vídeo aulas. Está ajudando muito!,0,42,Opnião,NÃO,0.0,0.6875,0.0,0.0,0.0,0.6875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Bom dia prof- mas as variáveis m e n não foram declaradas; como o compilador entendeu?,0,71,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,desculpe minha ignorância- mas estou no começo do aprendizado- vi que a uma diferença entre adicionar ++ no inicio da variável e ++ no final- mas esse operador  não seria n++ ? pois ele incrementa da da direita para esquerda ?  os demais e da esquerda para direita.,0,216,Opnião,NÃO,0.0,0.7625,0.0,0.0,0.0,0.7625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Nossa incrível- muito bom mesmo ver como funciona.,0,43,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito obrigado cara- tá me ajudando demais,0,36,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Parabens pelos videos estão me ajudando bastante,1,42,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Opa- tudo bem? Tem alguma aula- onde fala sobre onde e porque colocar os as chaves? No vídeo ai no caso- foi aberto duas chaves e duas fechadas- até aí blz- mas pq fechou em determinado local e tudo mais- e a indicação do ; também. Se tiver uma aula- básica sobre isso vai me ajudar- sempre me confundo com esses detalhes. Vlw,0,264,Opnião,NÃO,0.0,0.39375,0.0,0.0,0.0,0.39375,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Italo- porque no for você usa o incremento ""++m"" ao invés de m++? há alguma diferença nesse caso se eu usar m++?",0,91,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Me ajudou a relembrar como funciona- valeu! :),0,39,Opnião,NÃO,0.0,0.78125,0.0,0.0,0.0,0.78125,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Como consigo fazer uma matriz 3x3 usando o comando for e multiplicar cada elemento por 5 e imprimir o resultado?,0,93,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,boa noite tenho.muito interesse em implementar uma matriz de 26 linhas e 18 colunas num programa que já existe. Essa Matriz será de valores a serem somados nu. resultado a ser plotado na Tela teria como me ajudar?,0,176,Opnião,NÃO,0.0,0.3875,0.0,0.0,0.0,0.3875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Entendi + ou - como funciona- sinto que no meu eu inverti a matriz na hora do laço de repetição  for. Mas irei botar em pratica  para entender perfeitamente como funciona uma matriz!,0,148,Opnião,NÃO,0.0,0.8625,0.0,0.0,0.0,0.8625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,quase 10 anos e ainda esta sendo util,0,30,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,gostaria de saber se alguém teria um modelo de fluxo de caixa em C ???? muito obrigado !!!,0,73,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito maneiro cara! foi muito bem explicativo.,0,40,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Eu aprendi que para tipos de dados int eu deveria usar ""%d""- pq ele usa ""%i""? Qual a direfença?",0,77,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,me ajudou muitoooo- mto obg :D,0,25,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"opa Lucas..obrigado pelo suporte cara.
boa dica... vou adicionar uns vídeos depois falando sobre rand e srand

abraços!",0,104,Opnião,NÃO,0.0,0.38671875,0.0,0.0,0.0,0.38671875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Excelente a explicação. Eu coloquei ""%d- "" (porcentagem d seguido de vírgula para ficar mais parecido ainda com as linhas - 1- 2- 3- ...- com vírgula).",1,125,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito bom- explica melhor que minha professora. Parabéns cara!,1,54,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,ótima aula- que IDE é essa mestre?,0,28,Opnião,NÃO,0.0,0.65625,0.0,0.0,0.0,0.65625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito Obrigado! Ajudou muito :),0,27,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,ksksksk muito bom os videos ksksk poderia voltar- e sempre chama { } de colchetes e [ ] de chaves ksksks,0,84,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,cara-a melhor  explicação que vi!,0,28,Opnião,NÃO,0.0,0.7291666666666666,0.0,0.0,0.0,0.7291666666666666,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Pessoal quem usa DEV para copilar precisa declarar as variáveis fora do laço<stdio.h>int main(void){int matriz[5][5]={1- 2- 3- 4- 5-6- 7- 8- 9- 10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25};int m;int n;for(m = 0; m < 5; ++m) {for( n = 0; n < 5; ++n){printf(""%i""- matriz[m][n]);}printf(""\n"");}return(0);}",0,267,Código,NÃO,0.2625,0.0,0.2625,0.0,0.2625,-0.2625,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Como imprimiria nomes (string) nesse formato ?,1,40,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,se eu quisesse pedir para o usuário determinar os valores dessa matriz- como eu faria?,0,72,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Ótimo- muito obrigado,0,19,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Professor não estou conseguindo multiplicar um número qualquer por uma unica linha ou uma unica coluna da matriz- poderia me ajudar.,0,112,Opnião,NÃO,0.4,0.4,0.0,0.0,0.0,0.0,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,tem como fazer essa ordenação crescente- sem instanciar os valores?,0,58,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Se eu quiser que a matriz receba valores de forma vertical eu inverto os índice m e n no scanf?,1,76,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,PROFESSOR SHOW,0,13,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,eu quero q o usuário entre com os valores da matriz- o número de linhas e o número de colunas... m e n...como ficaria o ciclo de scanf?? se puder responder ficaria muito agradecido obrigado!,1,156,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Meu professor quando manipula matrizes sorteia os dados aleatoriamente- vc declarou 25 posoçoes manualmente- poderia mostrar a função rand para fazer isso automático- estudo na universidade federal do ceara e sempre acompanho seu canal ficaria feliz se me respondesse.,0,230,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,finalmente intendi isso- obrigado!,0,31,Opnião,NÃO,0.0,0.625,0.0,0.0,0.0,0.625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Caso eu não adicione aquele ""int matriz"" no começo- meu programa ainda mostraria a matriz certo?",0,81,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Ótima aula- excelente!!,0,22,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"sobre aquele printf(""/n""); eu não entendi por que precisa dele- sei que é solta para a próxima linha mas o for já não faria isso?e tipo- como utilizo a matriz para ver se um cpf é válido?",0,151,Opnião,NÃO,0.21,0.21,0.21,0.0,0.21,0.0,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Olá-  queria saber como posso pedir as coordenadas de uma matriz ao usuário usando o FOR? Não estou conseguindo.,0,93,Opnião,NÃO,0.525,0.0,0.0,0.0,0.0,-0.525,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Uma pregunta: Si na funçao main tem a palavra chave void acredito que nao presisa de return- o no caso return 0; ? por que a palavra void quer dizer sem retorno ja vi estes conseitos en JAVA- so nao sei aqui xD,0,168,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Italogross Gostaria que me enviasse um video de vetores ou matrizes em C com Nomes  Tipo (Char) para acessar a vogal 'A' conta-las  por exemplo. jorge-pereiras@hotmail.com,0,144,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"olá - passando apenas para agradecer voce pelos videos tem me ajudado e muito.não estu conseguindo montar uma matriz no formato de matriz o que a de errado?<stdio.h><stdlib.h>int main(){//criando uma matriz 5 por 5int m [5][5];for(int l=0 ; l<=4; l++){for (int c=0 ; c<=4;c++){scanf(""%d""- &m[l][c]);}printf(""\n"");}for (int l=0 ;l<5 ;l++) // comando da diagonal da matriz{printf(""\nO valor da diagonal é: =%d""- m[l][l]);}return 0;}consegue me ajudar. obrigada!",0,395,Código,NÃO,0.15,0.47291666666666665,0.0,0.3,0.15,0.459375,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,OBRIGADO PROFESSOR....AS SUAS AULAS ESTÃO COMPLEMENTANDO NAS MÁTERIAS DO CURSO TÉCNICO DE T.I,0,81,Opnião,NÃO,0.0,0.4375,0.0,0.0,0.0,0.4375,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,boa tarde como eu faço para colocar na matriz os números que o usuário digitar,0,64,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Qual programa você usa? Uso o Code::Blocks no meu mac mas as vezes ele buga legal,0,66,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Para multiplicar todos os elementos da matriz por 2 por exemplo o que precisa ser acrescentado?,0,80,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Cara meu programa ta dando erro na primeira linha da matriz expected `}' before ';' token - mas eu to usando o } e mesmo o Dev c++ continua apontando esse erro- você saberia me dizer do que se trata ?,0,160,Opnião,NÃO,0.525,0.0,0.525,0.525,0.328125,-0.525,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Eu tô no 1º ano de Análise e Desenvolvimento de Sistemas- estudo em faculdade pública e dei o azar de pegar no segundo semestre um professor que está para se aposentar e não está nem aí se estamos aprendendo ou não. Ele não explica a lógica do que está desenvolvendo e é impossível aprender programação desse jeito- seus vídeos estão me ajudando bastante e agradeço por isso.,0,309,Opnião,NÃO,0.3625,0.3858333333333333,0.20666666666666667,0.0,0.0,0.04666666666666667,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Como posso dar esse valores a matriz como voc fez 1 a 25 sem precisar ter dado esses valores a matriz ?,0,82,Opnião,NÃO,0.145,0.5166666666666667,0.145,0.0,0.145,0.275,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Pra quem não conseguiu aqui está o código [funcionando]<stdio.h>int main(void) {int matriz[5][5] = {{1-2-3-4-5}-{6-7-8-9-10}-{11-12-13-14-15}-{16-17-18-19-20}-{21-22-23-24-25}};for (int i = 0; i < 5; ++i) {for (int j = 0; j < 5; ++j) {printf(""%i- ""- matriz[i][j]);}printf(""\n"");}return 0;}",2,255,Código,NÃO,0.4,0.4,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"mt boa a aula- parabens- nao quererendo criticar nem nada - mas para ficar mais certo o linguajar - o colchete é esse símbolo '' [ '' e nao esse '' { "" -  esse ultimo são as chaves - vi que vc andou trocando - obrigado pela a ajuda nos videos - muito bons msm",1,204,Opnião,NÃO,0.35625,0.7,0.0,0.0,0.35625,0.48125,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Cara se eu quiser entrar com os valores tenho que fazer dois laçoes para valores e depois mais dois para ler os dados-como vc fez ai.Certo?,0,114,Opnião,NÃO,0.0,0.3875,0.0,0.0,0.0,0.3875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Aula show o/,0,10,Opnião,NÃO,0.0,0.625,0.0,0.0,0.0,0.625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Nessa declaração não e a declaração de uma matriz 6x6- visto que o zero do vetor (matriz) corresponde ao 1 valor?,0,93,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,como faço para declarar uma matriz que o usuário digita o tamanho dela?,0,59,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Primeiramente- suas vídeo aulas são ótimas. Me ajudaram muito. Só tem uma coisa que você está confundindo:{ }= chaves[ ]= colchetes,0,111,Opnião,NÃO,0.0,0.6125,0.0,0.0,0.0,0.6125,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Você esqueceu de colocar "" } "" no programa ...
:)
Olha certinho que você vai achar.. se não achar me envia uma mensagem com o seu código lá na página do Facebook como mensagem

mas é isso aí com certeza :D",0,167,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,to adorando essas aulas,0,20,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Obrigado pela ajuda!,0,18,Opnião,NÃO,0.0,0.625,0.0,0.0,0.0,0.625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Ainda não consegui ver a diferença entre ++m e m++ (mesmo vendo teu vídeo sobre incremento e decremento).,0,88,Opnião,NÃO,0.525,0.1425,0.0,0.0,0.0,-0.2625,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Eu preciso fazer uma matriz com valores de 1 a 100- eu realmente preciso digitar todos esses valores?,0,84,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Bom dia à todosComo faço pra criar um programa que faça o seguinteEle me pede pra digitar 12 númerosDepois automaticamente o programa bagunce esses 12 números sem haver nenhum repetição fazendo tipo assim:Vamos supor que seja apenas 4 ao invés de 12Digite o primeiro numero:3Digite o segundo número:2Digite o terceiro número:1Digite o quarto numero:5Resultado:(4-3-2-14-3-1-24-2-3-13-2-1-43-2-4-13-4-1-23-4-2-1)É assim por diante...O resultado que eu coloquei entre parênteses eu faço manual- só precisava fazer uma lógica pra essa bagunça ter somente os números digitados no começo do programaÉ tipo como se fossem aqueles app de Lotofacil Mega-Sena que pedem pra você digitar 6 números e eles fazem todo tipo de combinação sem repetição,0,631,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,como é possível utilizar as variáveis  'm' e 'n' sem que elas estejam declaradas antes do uso??? não consegui entender!,0,99,Opnião,NÃO,0.5,0.42,0.0,0.0,0.0,-0.08,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Ótima aula. Estudante elétrico entrando na programação para microcontroladores. kkkkkk- mas que a voz esta baixa....esta viu!! rsssssssssssssss,0,126,Opnião,NÃO,0.0,0.4625,0.0,0.0,0.0,0.4625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Cara- e se eu quiser colocar os números na minha matriz?,0,46,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,ola preciso de uma programação de urna poderia me passar ?não estou conseguindo fazer- nela tem q conter inserção- votação e resultado,0,113,Opnião,NÃO,0.39375,0.0,0.2625,0.0,0.2625,-0.39375,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"PARA NÃO IMPRIMIR ""ESPAÇO"" NO ÚLTIMO ELEMENTO DE CADA LINHA:<stdio.h>int main(void){int matriz[5][5] = { {1- 2- 3- 4- 5}-{6- 7- 8- 9- 10}-{11- 12- 13- 14- 15}-{16- 17- 18- 19- 20}-{21- 22- 23- 24- 25}-};for (int i = 0; i < 5; i++){for (int j = 0; j < 5; j++){printf(""%i""- matriz[i][j]);if (j != 4){printf("" "");}}printf(""\n"");}return 0;}",0,280,Código,NÃO,0.2625,0.0,0.0,0.0,0.0,-0.2625,NEGATIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,1.  O  gerente  de  construtora  KW  foi  contratado  para  fazer  a  reforma  dos  apartamentos  de  um  prédio(condomínio). Sabe-se- que o prédio possui 5 andares e 4 apartamentos por andar.- Quantidade de quartos=3- Possui: (C)opa ou sala de (J)antar?=20- A cozinha é separada da área de serviço? (S)im (N)ão=nao- Possui varanda? (S)im (N)ão=sim- Quantidade total de cômodos=6Com base nessas informações- elabore um programa para receber essas informações e fornecer:- Quantidade de apartamentos com 2 quartos- 3 quartos e 4 quartos- por andar- Quantidade de apartamentos que possuem copa- Quantidade de apartamentos que possuem área de serviço separada da cozinha- Quantidade de apartamentos que não possui varanda- por andar- Localização dos apartamentos que possuem sala de jantar e varanda- Localização dos apartamentos com mais de 3 quartos (se tiver)Boa trad pode me ajuda nesse programa ?,0,749,Opnião,NÃO,0.0,0.390625,0.0,0.0,0.0,0.390625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,acho que ele está programando em c++-pois eu tentei executar esses códigos em c e simplesmente o resultado são números aleatórios-ou seja- erro.,0,122,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"fiz no dev- acho melhor declarar lin para linha e col para coluna porque fica mais facil fixar na mente.<stdio.h>int main(void){int lin;int col;int matriz[5][5]={1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25};for( lin=0;lin<5;++lin){for(col=0;col<5;++col){printf(""%i ""-matriz[lin][col]);}printf(""\n"");}system(""pause"");return 0;}",0,322,Código,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"se eu no lugar de [n] eu colocar [m] ficando desse forma:... printf (""%i ""- matriz [m] [m]); ...Os números apareceriam em uma unica coluna numero abaixo de numero???",1,137,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,No meu programa não esta aparecendo as colunas- esta indo em uma linha reta.Alguem pode me ajudar???,0,84,Opnião,NÃO,0.0,0.525,0.0,0.0,0.0,0.525,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"olá. como o programa ""sabe"" o que são ""m"" e ""n""? se for com a expressão ...""-matriz[m] [n]""- não entendi já que está no final (linha 15) e o programa le de cima para baixo. grato.",0,144,Opnião,NÃO,0.0,0.2625,0.0,0.0,0.0,0.2625,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Pode ser se estiver usando o DEVC++ a iniciação do ciclo for-eu sempre estou me esquecendo de iniciar sem nenhum parâmetro.for (  ; comparação; incremeto){},0,131,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Olá-O meu código não deu certo mostra uns números doidos kkkkk.Alguém pode me falar onde estou errando ?<stdio.h><conio.h>int main ( ){int matriz[5][5];int linha- coluna;for (linha=0; linha < 5; linha++){for (coluna=0; coluna < 5; coluna++){printf (""%d ""- matriz[linha][coluna]);}printf (""\n"");}getche ( );}",0,268,Código,NÃO,0.2575,0.4,0.205,0.42,0.2,-0.325,MIXED
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,CARALHO MT BOMMMMMMM,0,18,Opnião,NÃO,0.0,0.7875,0.0,0.0,0.0,0.7875,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Muito Bom!,0,9,Opnião,NÃO,0.0,1.0,0.0,0.0,0.0,1.0,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"<stdio.h><stdlib.h>main(){//                    LINHA 1  LINHA2  LINHA3  LINHA 4     LINHA 5int matriz[5][5]={ {1-2-3-4-5}-{6-7-8-9-10}-{11-12-13-14-15}-{16-17-18-19-20}-{21-22-23-24-25} };for(int linha=0 ; linha<5 ; linha++){for(int coluna=0 ; coluna<5 ; coluna++){printf(""%i  ""-matriz[linha][coluna]);}printf(""\n"");}system(""pause"");return 0;}",0,321,Código,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Aulas muito legais! Acontece que eu uso o Code Blokcs....e SÓ APARECE AS LINHAS! Declaro fora a variável ""n"" e ""m""....segue o código....não entendi o por que de só aparecer linhas de 1 a 5....<stdio.h>int main(void){int a = 0;int b = 0;int matriz [5][5] = {{1-2-3-4-5}-{6-7-8-9-10}-{11-12-13-14-15}-{16-17-18-19-20}-{21-22-23-24-25}};for ( ; a <5; ++a){for ( ; b <5; ++b){printf(""%i ""- matriz[a][b]);}printf(""\n"");}return 0;}",0,367,Código,NÃO,0.0,0.44375,0.0,0.0,0.0,0.44375,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,"Nesse caso não vai ter nenhuma diferença na execução do programa em si.

Mas ignorando o programa acima e olhando apenas em programação existe uma diferença entre ++m e m++.

++i  - valor de i é incrementado e depois o resultado de i é retornado.
i = 1;
j = ++i;
- i igual a 2 e j igual a 2

++i - Irá incrementar o valor de i mas o resultado retornado 
i = 1;
j = ++j;
- i igual a 2 e j igual a 1",0,316,Opnião,NÃO,0.0,0.39375,0.0,0.0,0.0,0.39375,POSITIVE
https://www.youtube.com/watch?v=YpHxxLAQCdk,196.617,"6,2 mil",35,Cm imprimir linha abaixo de linha?,0,29,Opnião,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,NEUTRAL
